Lead Date,Platform,Campaign,Ad Name,Aff_param,Count(distinct profile_id)
2025-08-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-08-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-08-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-08-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,19
2025-08-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,20
2025-08-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-08-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-08-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-08-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-08-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,20
2025-08-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,9
2025-08-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,10
2025-08-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-08-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-08-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,20
2025-08-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-08-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-08-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,15
2025-08-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-08-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-08-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-08-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-08-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,12
2025-08-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-08-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-08-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-08-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,21
2025-08-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-08-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-08-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-08-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-08-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-08-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1
2025-08-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,20
2025-08-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-08-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-08-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-08-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,11
2025-08-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,14
2025-08-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-08-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-08-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,25
2025-08-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-08-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-08-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-08-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,10
2025-08-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,29
2025-08-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,10
2025-08-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-08-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,15
2025-08-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-08-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-08-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,24
2025-08-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-08-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-08-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-08-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-08-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,29
2025-08-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-08-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,11
2025-08-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-08-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-08-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,24
2025-08-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,14
2025-08-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-08-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-08-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-08-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-08-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-08-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-08-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,18
2025-08-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-08-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,20
2025-08-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,22
2025-08-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,13
2025-08-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,11
2025-08-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,23
2025-08-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-08-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-08-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,7
2025-08-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,10
2025-08-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-08-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-08-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-08-15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,23
2025-08-15,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-08-15,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,7
2025-08-15,Bing,Brand Search,Bing Brand Exact,AFF-3201,2
2025-08-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,13
2025-08-16,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-16,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-08-16,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,7
2025-08-16,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-08-16,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-08-16,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-08-16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,23
2025-08-16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-16,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,10
2025-08-16,Bing,Brand Search,Bing Brand Exact,AFF-3201,23
2025-08-16,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-08-16,Google Search,Brand Search,Brand Core RSA,AFF-1201,12
2025-08-16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-08-16,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,17
2025-08-17,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-17,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-08-17,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-08-17,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-08-17,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-08-17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,31
2025-08-17,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,3
2025-08-17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-08-17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,13
2025-08-17,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-08-17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-17,Bing,Brand Search,Bing Brand Exact,AFF-3201,12
2025-08-17,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-08-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-08-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-08-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,9
2025-08-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-08-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,12
2025-08-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,10
2025-08-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-08-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,12
2025-08-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-08-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-18,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-08-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-08-19,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-08-19,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-08-19,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-08-19,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-08-19,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-08-19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,24
2025-08-19,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-08-19,Google Display,Prospecting Display,In-Market Display A,AFF-2201,15
2025-08-19,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,17
2025-08-19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,12
2025-08-19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-08-19,Bing,Brand Search,Bing Brand Exact,AFF-3201,5
2025-08-19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-08-20,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-08-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,1
2025-08-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-08-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,21
2025-08-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-08-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-08-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,4
2025-08-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-08-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,16
2025-08-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,22
2025-08-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-08-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,20
2025-08-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-08-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,1
2025-08-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-08-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-08-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-08-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-08-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,24
2025-08-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-08-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-08-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-08-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,12
2025-08-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,25
2025-08-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,14
2025-08-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-08-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,8
2025-08-22,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,6
2025-08-22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-08-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-08-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,3
2025-08-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,18
2025-08-22,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-08-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,13
2025-08-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-08-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,22
2025-08-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,8
2025-08-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-08-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-08-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-08-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,2
2025-08-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-08-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-08-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-08-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,18
2025-08-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-08-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-08-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-08-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,12
2025-08-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-08-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,8
2025-08-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-08-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,2
2025-08-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-08-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-08-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,15
2025-08-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,5
2025-08-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-08-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-08-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,16
2025-08-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,17
2025-08-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-08-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,5
2025-08-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-08-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-08-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-08-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-08-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-08-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,13
2025-08-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-08-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-08-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-08-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,17
2025-08-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,17
2025-08-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-08-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-08-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,11
2025-08-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,8
2025-08-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,9
2025-08-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-08-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-08-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,10
2025-08-26,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-08-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,19
2025-08-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,11
2025-08-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-08-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,13
2025-08-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,22
2025-08-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-08-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,12
2025-08-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,11
2025-08-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,3
2025-08-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,7
2025-08-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-08-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,12
2025-08-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,19
2025-08-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-08-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-08-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,19
2025-08-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,4
2025-08-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,11
2025-08-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,30
2025-08-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-08-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,8
2025-08-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-08-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-08-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-08-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,11
2025-08-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,21
2025-08-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,9
2025-08-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-08-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,12
2025-08-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,25
2025-08-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-08-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-08-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-08-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-08-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,6
2025-08-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-08-29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-08-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-08-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-08-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-08-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,4
2025-08-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,22
2025-08-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-08-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,3
2025-08-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-08-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-08-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-08-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-08-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-08-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-08-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-08-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-08-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-08-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,8
2025-08-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,11
2025-08-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,12
2025-08-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-08-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-08-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,11
2025-08-31,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,11
2025-08-31,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-08-31,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-08-31,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-08-31,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,12
2025-08-31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-08-31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-08-31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,2
2025-08-31,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-08-31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,23
2025-08-31,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-08-31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-08-31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-09-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-09-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-09-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-09-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-09-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-09-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-09-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-09-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-09-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,24
2025-09-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-09-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,19
2025-09-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-09-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-09-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,12
2025-09-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-09-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,1
2025-09-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-09-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-09-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-09-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-09-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,23
2025-09-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,8
2025-09-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-09-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,15
2025-09-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-09-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-09-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-09-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-09-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-09-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-09-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-09-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
